"cid","title","categories","website","phone","review_rating","review_count","price_range","description","attributes","owner_name","is_verified","address","city","postal_code","state","country","latitude","longitude","emails","socials"
"2524921339702199420","White Rose Community TV","[""Television station""]","https://www.wrct.tv/","+1717-843-7722",0,0,,,"[]","White Rose Community TV (Owner)",true,"50 W King St #1, York, PA 17401, United States","York","17401","Pennsylvania","US",39.9603211,-76.7285188,"[]","{""facebook"":""https://www.facebook.com/WhiteRoseCommunityTV""}"
"15599124571064963228","WHTM Television Transmitter","[""Television station""]",,"(717)732-7110",4,1,,,"[]","WHTM Television Transmitter (Owner)",true,"1 Blue Mountain Trail, Enola, PA 17025","Enola","17025","Pennsylvania","US",40.3171845,-76.9471709,,
"12639301505432316511","VATv and The Visitor's Channel Nerworks","[""Television station"",""Video production service""]","http://www.vatv.net/","+1610-566-0150",5,1,,,"[""Wheelchair accessible parking lot""]","VATv and The Visitor's Channel Nerworks (Owner)",true,"600 N Jackson St Suite One, Media, PA 19063, United States","Media","19063","Pennsylvania","US",39.924048,-75.387931,"[""vatv@vatv.net""]","{""facebook"":""https://www.facebook.com/capemaychannel"",""instagram"":""https://www.instagram.com/capemaychannel""}"
"11477561004478337808","Dohm TV","[""Television repair service"",""Electronic parts supplier"",""Electronics repair shop"",""Electronics store""]","http://www.dohmtv.com/","+1717-767-4321",4.9,45,,,"[""Onsite services"",""Wheelchair accessible parking lot"",""Repair services"",""LGBTQ+ friendly"",""Batteries"",""Electronics"",""Credit cards""]","Dohm TV (Owner)",true,"1960 Carlisle Rd, York, PA 17408, United States","York","17408","Pennsylvania","US",39.9754495,-76.7906781,,
"2950863006112590227","CWTAP TV","[""Television station""]","http://www.cwtap.tv/","(610)967-2799",5,3,,,"[""Wheelchair accessible parking lot""]","CWTAP TV (Owner)",true,"15 N 4th St, Emmaus, PA 18049","Emmaus","18049","Pennsylvania","US",40.5355809,-75.4918915,"[]","{}"
"14720092361997787578","Wirick TV and Stereo","[""Television repair service"",""Stereo repair service"",""Home audio store""]",,"+1610-252-1395",4.7,26,,,"[""Small business"",""Onsite services"",""Wheelchair accessible parking lot"",""Assembly service"",""Installation service"",""Repair services"",""Quick visit"",""Credit cards"",""Debit cards""]","Wirick TV and Stereo (Owner)",true,"2400 Freemansburg Ave, Easton, PA 18042, United States","Easton","18042","Pennsylvania","US",40.6783345,-75.242587,,
"4958850148460214551","TV Pocono","[""Television station""]",,"(570)213-2661",5,2,,,"[]","TV Pocono (Owner)",true,"600 Main St, Stroudsburg, PA 18360","Stroudsburg","18360","Pennsylvania","US",40.9858809,-75.1934556,,
"10822470929136553085","WRF Radio","[""Television station""]","http://www.wrfradio.com/","(717)308-8164",0,0,,,"[""Wheelchair accessible parking lot""]","WRF Radio (Owner)",true,"3970 Carlisle Rd, Dover, PA 17315","Dover","17315","Pennsylvania","US",39.9923741,-76.8419823,"[""micah@micahrich.com""]","{""facebook"":""https://www.facebook.com/wrfradio"",""instagram"":""https://www.instagram.com/wrfradio/""}"
"14726963099331587555","Maranatha Broadcasting Co","[""Television station""]",,"(610)841-3877",4,4,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Maranatha Broadcasting Co (Owner)",true,"300 E Rock Rd, Allentown, PA 18103","Allentown","18103","Pennsylvania","US",40.5648551,-75.4400946,,
"16908065774694178074","KSTG","[""Television station""]",,"",0,0,,,"[]","KSTG (Owner)",true,"3355 Ridge Pike, Norristown, PA 19403, United States","Norristown","19403","Pennsylvania","US",40.162446,-75.4122115,,
"7675855862160883140","WPSJ","[""Television station""]",,"",5,1,,,"[]","WPSJ (Owner)",true,"216 Paoli Ave, Philadelphia, PA 19128","Philadelphia","19128","Pennsylvania","US",40.038999,-75.2368924,,
"17212989833449469498","WGAL-TV transmit","[""Television station"",""Telecommunications""]",,"",4.3,3,,,"[""Wheelchair accessible parking lot""]","WGAL-TV transmit (Owner)",true,"1320 Tower Rd, York, PA 17406","York","17406","Pennsylvania","US",40.0345889,-76.61858289999999,,
"7253573263605438805","WUVP Univision 65","[""Television station""]","https://www.univision.com/local/philadelphia-wuvp","(215)568-2800",4,5,,,"[""Wheelchair accessible entrance""]","WUVP Univision 65 (Owner)",true,"1608 Walnut St Suite 1100, Philadelphia, PA 19103","Philadelphia","19103","Pennsylvania","US",39.949545,-75.16814509999999,"[]","{""facebook"":""https://www.facebook.com/Univision"",""instagram"":""https://www.instagram.com/univision""}"
"1956297639154599996","Geek Squad","[""Television repair service"",""Computer repair service"",""Computer service"",""Data recovery service"",""Mobile phone repair shop""]","https://stores.bestbuy.com/pa/downingtown/871-e-lancaster-ave-1764/geeksquad.html?ref=NS&loc=ns100","+1610-873-2312",3.1,28,"₱₱",,"[""Onsite services"",""Wheelchair accessible entrance"",""Wheelchair accessible parking lot"",""Repair services"",""Credit cards"",""Debit cards"",""NFC mobile payments"",""On-site parking""]","Geek Squad (Owner)",true,"10 Quarry Rd Spc G1, Downingtown, PA 19335, United States","Downingtown","19335","Pennsylvania","US",40.0170019,-75.6765364,,
"13312933749231301004","Global Television Broadcasting","[""Radio broadcaster"",""Television station""]",,"(267)345-8712",2.5,4,,,"[]","Global Television Broadcasting (Owner)",true,"901 Granite St, Philadelphia, PA 19124","Philadelphia","19124","Pennsylvania","US",40.0317252,-75.0920032,,
"2867660073395108389","Sonshine Family TV Corporation","[""Television station""]",,"(610)798-8263",5,2,,,"[""Wheelchair accessible parking lot""]","Sonshine Family TV Corporation (Owner)",true,"720 E Rock Rd, Allentown, PA 18103","Allentown","18103","Pennsylvania","US",40.5672717,-75.4342152,,
"4291453905422553888","KYW-TV transmit","[""Television station""]",,"",5,1,,,"[]","KYW-TV transmit (Owner)",true,"431 Wigard Ave, Philadelphia, PA 19128","Philadelphia","19128","Pennsylvania","US",40.0447363,-75.2406322,,
"7876067916499723681","6 ABC","[""Television station""]",,"(215)581-4518",4.2,9,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","6 ABC (Owner)",true,"4100 City Ave, Philadelphia, PA 19131","Philadelphia","19131","Pennsylvania","US",40.0054749,-75.2142672,,
"4964560262878375701","Wize Buys TV","[""Television station""]",,"+1610-738-6959",0,0,,,"[]","Wize Buys TV (Owner)",true,"1701 John F Kennedy Blvd # 25, Philadelphia, PA 19103, United States","Philadelphia","19103","Pennsylvania","US",39.9545639,-75.1684674,,
"6186427218626663545","Taking The Initiative","[""Television station""]",,"+1610-433-4400",0,0,,,"[]","Taking The Initiative (Owner)",true,"813 N Fenwick St, Allentown, PA 18109, United States","Allentown","18109","Pennsylvania","US",40.6208374,-75.44819199999999,,
"15488111246677567447","Spicy TV","[""Television station""]","https://spicy-tv.online/contacts/","+1631-538-5934",0,0,,,"[""Wheelchair accessible parking lot""]","Spicy TV (Owner)",true,"409 Easton Rd, Willow Grove, PA 19090, United States","Willow Grove","19090","Pennsylvania","US",40.1490264,-75.11928259999999,"[""sales@spicy-tv.online""]","{}"
"2542992537261683371","Executive Leaders Television","[""Television station""]",,"+1619-733-7830",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Executive Leaders Television (Owner)",true,"726 Fitzwatertown Rd #8, Willow Grove, PA 19090, United States","Willow Grove","19090","Pennsylvania","US",40.15970799999999,-75.114542,,
"4668842119706393433","Eagle Television Sales","[""Television station""]",,"+1215-567-7950",0,0,,,"[""Wheelchair accessible parking lot""]","Eagle Television Sales (Owner)",true,"111 Presidential Blvd # 110, Bala Cynwyd, PA 19004, United States","Bala Cynwyd","19004","Pennsylvania","US",40.0123244,-75.2137726,,
"4194523927795815600","The Pctv Network","[""Television station""]","https://thepctvnetwork.net/","+1610-327-1866",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","The Pctv Network (Owner)",true,"1535 Schwenk Rd, Sanatoga, PA 19464, United States","Sanatoga","19464","Pennsylvania","US",40.2793074,-75.6276963,"[""tellisvisiontv@yahoo.com"",""pctvgus@yahoo.com""]","{""twitter"":""https://twitter.com/thepctvnetwork"",""facebook"":""https://www.facebook.com/thePCTVNetwork/""}"
"1152632294818636868","Wyou TV Twenty Two","[""Television station""]",,"+1570-601-0517",0,0,,,"[]","Wyou TV Twenty Two (Owner)",true,"230 W 3rd St, Williamsport, PA 17701, United States","Williamsport","17701","Pennsylvania","US",41.2395321,-77.0047196,,
"3455641547944005009","W20AD-D WNEP-TV","[""Television station""]",,"",0,0,,,"[""Wheelchair accessible parking lot""]","W20AD-D WNEP-TV (Owner)",true,"1299 Vallamont Dr NW, Williamsport, PA 17701, United States","Williamsport","17701","Pennsylvania","US",41.2484415,-77.03070989999999,,
"8376787208127292554","WBRE-TV","[""Television station""]",,"+1570-327-1415",0,0,,,"[""Wheelchair accessible parking lot""]","WBRE-TV (Owner)",true,"102 W 4th St, Williamsport, PA 17701, United States","Williamsport","17701","Pennsylvania","US",41.2417478,-77.0039274,,
"10415751974603331954","WCCT Global","[""Television station""]",,"+1714-252-0700",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","WCCT Global (Owner)",true,"2300 Lincoln Hwy, Langhorne, PA 19047, United States","Langhorne","19047","Pennsylvania","US",40.1835399,-74.8809366,,
"3459244516582748892","WQED-TV Radio Tower","[""Television station"",""Telecommunications""]",,"",3.5,12,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","WQED-TV Radio Tower (Owner)",true,"Pittsburgh, PA 15219","Pittsburgh","15219","Pennsylvania","US",40.446298,-79.9636111,,
"3874210356798001925","intel Sports","[""Television station""]",,"+1267-406-8378",0,0,,,"[]","intel Sports (Owner)",true,"2517 Dunks Ferry Rd M209, Bensalem, PA 19020, United States","Bensalem","19020","Pennsylvania","US",40.1029542,-74.95699809999999,,
"13910696106941166369","Music from the 412","[""Radio broadcaster"",""Television station""]","https://www.musicfromthe412.com/","",5,1,,,"[""Wheelchair accessible parking lot"",""Credit cards""]","Music from the 412 (Owner)",true,"2413 Waverly St, Pittsburgh, PA 15218","Pittsburgh","15218","Pennsylvania","US",40.4165877,-79.8821019,"[""bands@musicfromthe412.com""]","{""twitter"":""https://www.twitter.com/Musicfromthe412"",""facebook"":""https://www.facebook.com/firstangelmedia/"",""instagram"":""https://www.instagram.com/Musicfromthe412""}"
"4662088872786242188","Winp","[""Television station""]","http://www.ionmedianetworks.com/business/stations?station=181","+1412-963-7496",5,1,,,"[""Wheelchair accessible parking lot""]","Winp (Owner)",true,"285 Kappa Dr # 130, Pittsburgh, PA 15238, United States","Pittsburgh","15238","Pennsylvania","US",40.5048916,-79.8627138,"[]","{}"
"18028302250103347587","Broadcast Results Group","[""Television station""]",,"+1610-971-9630",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Broadcast Results Group (Owner)",true,"200 Eagle Rd, Wayne, PA 19087, United States","Wayne","19087","Pennsylvania","US",40.0454449,-75.39954519999999,,
"12691525952224604809","Rgb Broadcast Video Services Co","[""Television station""]",,"+1215-464-3158",5,1,,,"[]","Rgb Broadcast Video Services Co (Owner)",true,"1234 Southampton Rd, Philadelphia, PA 19116, United States","Philadelphia","19116","Pennsylvania","US",40.1227942,-75.0008099,,
"2300274941894915540","Wjal","[""Television station""]",,"+1717-375-4000",5,1,,,"[]","Wjal (Owner)",true,"262 Swamp Fox Rd, Chambersburg, PA 17202, United States","Chambersburg","17202","Pennsylvania","US",39.8588726,-77.6927615,,
"15450478304348300409","Young Broadcasters","[""Television station""]",,"+1215-621-7647",5,1,,,"[]","Young Broadcasters (Owner)",true,"7144 Limekiln Pike, Philadelphia, PA 19138, United States","Philadelphia","19138","Pennsylvania","US",40.0620205,-75.15531469999999,,
"9335202324935570264","Renaissance Television Productions","[""Television station""]",,"+1412-921-7577",0,0,,,"[""Wheelchair accessible parking lot""]","Renaissance Television Productions (Owner)",true,"975 Greentree Rd, Pittsburgh, PA 15220, United States","Pittsburgh","15220","Pennsylvania","US",40.41874869999999,-80.0455296,,
"339455646818039219","KNBT","[""Television station""]",,"+1570-331-0366",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","KNBT (Owner)",true,"310 Market St, Kingston, PA 18704, United States","Kingston","18704","Pennsylvania","US",41.2543718,-75.8914782,,
"15423101492644844305","Wimt","[""Television station""]",,"+1412-389-8012",0,0,,,"[]","Wimt (Owner)",true,"285 Kappa Dr, Pittsburgh, PA 15238, United States","Pittsburgh","15238","Pennsylvania","US",40.5048916,-79.8627138,,
"12303300326004451113","CBS Broadcasting Inc","[""Television station""]",,"+1412-829-8626",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","CBS Broadcasting Inc (Owner)",true,"3500 Technology Dr, Monroeville, PA 15146, United States","Monroeville","15146","Pennsylvania","US",40.4287575,-79.7827004,,
"2508660680328195414","123 Central Square Productions","[""Television station""]",,"+1412-343-1873",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","123 Central Square Productions (Owner)",true,"123 Central Square, Pittsburgh, PA 15228, United States","Pittsburgh","15228","Pennsylvania","US",40.379988,-80.04384999999999,,
"2893375297951815622","WATM","[""Television station""]","http://www.abc23.com/","+1814-949-8823",0,0,,,"[""Wheelchair accessible parking lot""]","WATM (Owner)",true,"1107 E Walton Ave, Altoona, PA 16602, United States","Altoona","16602","Pennsylvania","US",40.5291997,-78.3686955,"[""managermmccarthy@foxcharleston.com"",""salescglafountain@cunninghambroadcasting.com"",""engineerdowens@fox8tv.com"",""directorjbolinger@fox8tv.com"",""directorjream@fox8tv.com"",""managertaschmidt@fox8tv.com"",""managerawilliams@fox8tv.com""]","{""facebook"":""https://www.facebook.com/ABC23WATM"",""instagram"":""https://www.instagram.com/watm_abc23/""}"
"7408379972619916279","Bruno Goodworth Network Inc","[""Television station""]",,"+1412-922-9576",0,0,,,"[""Wheelchair accessible parking lot""]","Bruno Goodworth Network Inc (Owner)",true,"975 Greentree Rd, Pittsburgh, PA 15220, United States","Pittsburgh","15220","Pennsylvania","US",40.41874869999999,-80.0455296,,
"14597635653288353505","WKMFTV","[""Television station"",""Advertising agency""]",,"+1412-608-2834",0,0,,,"[""Identifies as veteran-owned"",""Onsite services"",""Wheelchair accessible parking lot""]","WKMFTV (Owner)",true,"114 Ulysses St, Pittsburgh, PA 15211, United States","Pittsburgh","15211","Pennsylvania","US",40.4344185,-80.0122445,,
"1119087907590725249","WBRE-TV","[""Television station"",""News service""]","https://www.nexstar.tv/stations/wbre/","(570)823-2828",4.6,49,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","WBRE-TV (Owner)",true,"62 S Franklin St, Wilkes-Barre, PA 18701","Wilkes-Barre","18701","Pennsylvania","US",41.2458615,-75.8845971,"[""communications@nexstar.tv"",""license@nexstar.tv"",""nxst@jcir.com"",""info@theworknumber.com""]","{""facebook"":""https://www.facebook.com/NexstarMediaGroup"",""linkedin"":""https://www.linkedin.com/company/nexstar-media-group-inc"",""instagram"":""https://www.instagram.com/nexstarmediagroupinc/""}"
"10654475844814698723","KNBT","[""Television station""]",,"+1570-674-6084",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","KNBT (Owner)",true,"196 N Main St, Shavertown, PA 18708, United States","Shavertown","18708","Pennsylvania","US",41.3234803,-75.94230209999999,,
"13550090329072071292","CMS Station Brokerage","[""Television station""]","http://www.cmsstationbrokerage.com/contact_us.shtml","+1412-421-2600",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","CMS Station Brokerage (Owner)",true,"1439 Denniston St, Pittsburgh, PA 15217, United States","Pittsburgh","15217","Pennsylvania","US",40.4425688,-79.9184409,"[""--roger@rafson.com""]","{""twitter"":""https://twitter.com/stationbroker"",""facebook"":""http://www.facebook.com/pages/CMS-Station-Brokerage/203783066305242""}"
"17338212592990423275","Abacus Television","[""Television station""]",,"+1412-205-8292",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Abacus Television (Owner)",true,"975 Greentree Rd, Pittsburgh, PA 15220, United States","Pittsburgh","15220","Pennsylvania","US",40.41874869999999,-80.0455296,,
"2607856056805416354","WPXI-TV transmit","[""Television station""]",,"",0,0,,,"[]","WPXI-TV transmit (Owner)",true,"341 Rising Main Ave, Pittsburgh, PA 15214, United States","Pittsburgh","15214","Pennsylvania","US",40.4631613,-80.0041521,,
"5555115129717635965","WPXI-TV","[""Television station""]","http://www.wpxi.com/","(412)237-1100",4.1,90,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","WPXI-TV (Owner)",true,"4145 Evergreen Rd, Pittsburgh, PA 15214","Pittsburgh","15214","Pennsylvania","US",40.495263,-80.0098091,"[""desk@wpxi.com"",""advertise@wpxi.com"",""technicalhotline@wpxi.com"",""kconnolly@wpxi.com"",""studio11@wpxi.com"",""target11@wpxi.com"",""webstaff@wpxi.com""]","{""twitter"":""https://twitter.com/wpxi/"",""facebook"":""https://www.facebook.com/wpxi""}"
"13000506435888909771","Visions Media Group LLC (VMG Networks | SIIKETV Network)","[""Television station"",""Advertising agency"",""Media consultant"",""Photography studio"",""Video production service""]",,"+1484-461-2755",0,0,,,"[""Wheelchair accessible parking lot""]","Visions Media Group LLC (VMG Networks | SIIKETV Network) (Owner)",true,"120 E Baltimore Ave, Lansdowne, PA 19050, United States","Lansdowne","19050","Pennsylvania","US",39.9390253,-75.2660554,,
"17353127880052496295","Intelligent Controls","[""Television station""]","http://www.intelligentcontrols.com/","(610)889-2067",0,0,,,"[]","Intelligent Controls (Owner)",true,"7 Great Valley Pkwy # 210, Malvern, PA 19355","Malvern","19355","Pennsylvania","US",40.0643639,-75.5348125,"[""sales@intelligentcontrols.com""]","{}"
"4044523648353940567","Media Highway","[""Television station""]",,"+1610-647-2255",0,0,,,"[""Wheelchair accessible parking lot""]","Media Highway (Owner)",true,"100 Cassatt Rd, Berwyn, PA 19312, United States","Berwyn","19312","Pennsylvania","US",40.0489032,-75.4478985,,
"3260446643167921023","WGAL Channel 8","[""Television station""]","https://wgal.com/","(717)393-5851",4.6,45,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","WGAL Channel 8 (Owner)",true,"1300 Columbia Ave, Lancaster, PA 17603","Lancaster","17603","Pennsylvania","US",40.037219,-76.33832579999999,"[""news8@wgal.com.you"",""news8@wgal.com"",""web@wgal.com.public"",""programming@wgal.comsales"",""sales@wgal.comfax"",""programming@wgal.com"",""fccinfo@fcc.gov"",""kristin.kay@hearst.com"",""web@wgal.com"",""cdeluca@hearst.com"",""sales@wgal.com"",""roberto.alvira@hearst.com"",""jackie.defusco@hearst.com"",""mjorgensen@hearst.com"",""bethany.miller@hearst.com"",""ehuston@hearst.com"",""mbarcaro@hearst.com"",""lburkholder@hearst.com"",""jgish@hearst.com"",""broche@hearst.com"",""susanshapiro@hearst.com"",""ksmith@hearst.com"",""john.cardinale@hearst.com"",""amy.lu@hearst.com"",""csalas@hearst.com"",""u003ecsalas@hearst.com"",""emcmanamon@hearst.com"",""taylor.hess@hearst.com"",""tom.lehman@hearst.com"",""baylee.martin@hearst.com"",""smetts@hearst.com"",""aj.sisson@hearst.com"",""gabriel.thomas@hearst.com"",""morrissey.walsh@hearst.com"",""ryan.argenti@hearst.com"",""cferreira@hearst.com"",""mike.susko@hearst.com""]","{""twitter"":""https://twitter.com/WGAL"",""facebook"":""https://www.facebook.com/wgal8""}"
"6156597976674671255","Hunting Extreme Productions","[""Television station""]",,"(610)478-0303",0,0,,,"[]","Hunting Extreme Productions (Owner)",true,"531 Greenwich St, Wyomissing, PA 19610","Wyomissing","19610","Pennsylvania","US",40.3422124,-75.9590577,,
"3378039505150531473","Wtaj","[""Television station""]",,"+1814-237-1010",5,2,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Wtaj (Owner)",true,"403 S Allen St Unit 104, State College, PA 16801, United States","State College","16801","Pennsylvania","US",40.791752,-77.85657119999999,,
"10759747425782125078","Justus TV & Satellite","[""Television station""]",,"(570)586-9141",5,1,,,"[""Wheelchair accessible parking lot""]","Justus TV & Satellite (Owner)",true,"19 Dragon Ln, Scott, PA 18447","Scott","18447","Pennsylvania","US",41.5266563,-75.645744,,
"2418809118334132425","Catholic Television CTV","[""Television station""]","http://www.dioceseofscranton.org/","(570)207-2219",0,0,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Catholic Television CTV (Owner)",true,"400 Wyoming Ave # 201, Scranton, PA 18503","Scranton","18503","Pennsylvania","US",41.4111058,-75.6619379,"[""info@dioceseofscranton.org""]","{""twitter"":""https://twitter.com/dioceseofscr"",""facebook"":""https://www.facebook.com/DioceseOfScranton""}"
"13203055240851423771","WQPX-TV","[""Television station""]",,"(570)344-6400",5,1,,,"[""Wheelchair accessible parking lot""]","WQPX-TV (Owner)",true,"409 Lackawanna Ave, Scranton, PA 18503","Scranton","18503","Pennsylvania","US",41.4076646,-75.6657638,,
