"cid","title","categories","website","phone","review_rating","review_count","price_range","description","attributes","owner_name","is_verified","address","city","postal_code","state","country","latitude","longitude","emails","socials"
"10087760106095803786","Valley Mirror","[""Newspaper publisher""]",,"+1412-462-0626",3.7,3,,,"[""Wheelchair accessible parking lot""]","Valley Mirror (Owner)",true,"3315 Main St, Munhall, PA 15120, United States","Munhall","15120","Pennsylvania","US",40.3866699,-79.9024905,,
"2736648086011936525","Mountain Peaks","[""Newspaper publisher"",""Advertising service"",""Graphic designer"",""Marketing agency"",""Advertising agency"",""Newsstand"",""Professional services"",""Publisher""]","http://www.mt-peaks.com/","+1570-868-3070",4.5,4,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Mountain Peaks (Owner)",true,"3858 Blytheburn Rd, Mountain Top, PA 18707, United States","Mountain Top","18707","Pennsylvania","US",41.1202062,-75.9482221,"[""news@mt-peaks.com""]","{""facebook"":""https://www.facebook.com/Mtpeaks""}"
"10661886423392167814","Mountaintop Eagle","[""Newspaper publisher""]",,"+1570-474-6397",4,3,,,"[""Wheelchair accessible parking lot""]","Mountaintop Eagle (Owner)",true,"85 S Main St, Mountain Top, PA 18707, United States","Mountain Top","18707","Pennsylvania","US",41.157553,-75.8903,,
"889339093122771783","Citizen's Voice","[""Newspaper publisher""]","https://www.citizensvoice.com/","+1570-821-2000",3.9,20,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Citizen's Voice (Owner)",true,"75 N Washington St, Wilkes-Barre, PA 18701, United States","Wilkes-Barre","18701","Pennsylvania","US",41.2457404,-75.8781716,"[""obits@citizensvoice.com"",""vcarey@delcotimes.com""]","{""facebook"":""https://www.facebook.com/gpprogress""}"
"14815719158952636314","Philadelphia Inquirer","[""Newspaper publisher""]",,"",4,4,,,"[]","Philadelphia Inquirer (Owner)",true,"130 Wharton Rd, Bristol, PA 19007, United States","Bristol","19007","Pennsylvania","US",40.1188321,-74.8852055,,
"3447173558061533564","The Matamoras News","[""Newspaper publisher""]",,"+1845-649-2648",3,1,,,"[]","The Matamoras News (Owner)",true,"1 Avenue C, Matamoras, PA 18336, United States","Matamoras","18336","Pennsylvania","US",41.3747383,-74.70492689999999,,
"17052752608861643960","News of Delaware County","[""Newspaper publisher""]",,"",5,1,,,"[]","News of Delaware County (Owner)",true,"1914 Parker Ave, Holmes, PA 19043, United States","Holmes","19043","Pennsylvania","US",39.8954062,-75.3138563,,
"412505906757861318","The Lock Haven Express","[""Newspaper publisher"",""Publisher""]","http://www.lockhaven.com/","+1570-748-6791",4.3,23,,,"[""Wheelchair accessible parking lot""]","The Lock Haven Express (Owner)",true,"9-11 W Main St, Lock Haven, PA 17745, United States","Lock Haven","17745","Pennsylvania","US",41.137496,-77.44728429999999,"[""mmuthler@lockhaven.com"",""jmccloskey@lockhaven.com"",""rhuffman@lockhaven.com"",""classifieds@lockhaven.com"",""lschropp@lockhaven.com"",""delivery@lockhaven.com"",""ljameson@lockhaven.com"",""news@lockhaven.com"",""amckee@lockhaven.com"",""hsmith@lockhaven.com"",""ltarantella@lockhaven.com"",""obits@lockhaven.com"",""sports@lockhaven.com""]","{""twitter"":""http://twitter.com/TheExpressPA"",""facebook"":""https://www.facebook.com/LockHaven.newspaper""}"
"16874214211459698757","Daily/Sunday Review","[""Newspaper publisher""]",,"+1570-888-9652",1,1,,,"[""Wheelchair accessible parking lot""]","Daily/Sunday Review (Owner)",true,"206 Desmond St, Sayre, PA 18840, United States","Sayre","18840","Pennsylvania","US",41.9803937,-76.5155236,,
"14508115480289337498","Bedford County Trader","[""Classified ads newspaper publisher"",""Advertising service"",""Local government office""]",,"+1814-623-2751",0,0,,,"[""Wheelchair accessible parking lot""]","Bedford County Trader (Owner)",true,"782 W Pitt St, Bedford, PA 15522, United States","Bedford","15522","Pennsylvania","US",40.0248142,-78.5185111,,
"15186472568836629482","Lehigh Valley Press","[""Newspaper publisher""]","https://www.lvpnews.com/customerservice/about-us/","+1610-740-0944",3,2,,,"[""Wheelchair accessible parking lot""]","Lehigh Valley Press (Owner)",true,"1633 N 26th St #6, Allentown, PA 18104, United States","Allentown","18104","Pennsylvania","US",40.6162733,-75.5221785,"[]","{}"
"15297630712061256768","Nazareth Key Newspaper","[""Newspaper publisher""]","https://www.thekeyweekly.com/","+1610-759-5000",5,5,,,"[""Wheelchair accessible parking lot""]","Nazareth Key Newspaper (Owner)",true,"127 E High St, Nazareth, PA 18064, United States","Nazareth","18064","Pennsylvania","US",40.7469124,-75.3084992,"[""display@thekeyweekly.com"",""classifieds@thekeyweekly.com"",""news@thekeyweekly.com""]","{}"
"13462940853373411764","Penn Franklin News","[""Newspaper publisher""]","https://www.penn-franklin.com/wp/","+1724-327-3471",5,1,,,"[""Onsite services"",""Wheelchair accessible parking lot""]","Penn Franklin News (Owner)",true,"4021 Old William Penn Hwy, Murrysville, PA 15668, United States","Murrysville","15668","Pennsylvania","US",40.4278998,-79.69262429999999,"[]","{}"
"9820238613450184078","Waynesboro Record Herald","[""Newspaper publisher""]","https://www.therecordherald.com/","(717)762-2151",3.8,9,,,"[]","Waynesboro Record Herald (Owner)",true,"30 Walnut St, Waynesboro, PA 17268","Waynesboro","17268","Pennsylvania","US",39.7538074,-77.57681889999999,"[""news@therecordherald.com"",""shardy@gannett.com""]","{""twitter"":""https://twitter.com/therecordherald"",""facebook"":""https://www.facebook.com/therecordheraldwaynesboro""}"
"14686443507606857194","Central Penn Business Journal","[""Newspaper publisher""]",,"+1717-236-4300",3.5,2,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Central Penn Business Journal (Owner)",true,"1500 Paxton St, Harrisburg, PA 17104, United States","Harrisburg","17104","Pennsylvania","US",40.2557461,-76.8630467,,
"10875314682630732285","Weekly Press","[""Newspaper publisher""]",,"+1215-222-2846",5,2,,,"[]","Weekly Press (Owner)",true,"218 S 45th St, Philadelphia, PA 19104, United States","Philadelphia","19104","Pennsylvania","US",39.9545822,-75.2121477,,
"1293525286504277874","Korean Phila Times","[""Newspaper publisher""]",,"",0,0,,,"[""Wheelchair accessible parking lot""]","Korean Phila Times (Owner)",true,"Parking lot, 103 Township Line Rd, Rockledge, PA 19046, United States","Rockledge","19046","Pennsylvania","US",40.0693412,-75.0967161,,
"15843546633514945205","The Daily Pennsylvanian","[""Newspaper publisher""]","http://www.dailypennsylvanian.com/","+1215-422-4640",5,2,,,"[""Wheelchair accessible entrance""]","The Daily Pennsylvanian (Owner)",true,"4015 Walnut St, Philadelphia, PA 19104, United States","Philadelphia","19104","Pennsylvania","US",39.9546346,-75.2033721,"[""rememberingdhm@gmail.com""]","{""twitter"":""https://twitter.com/dailypenn"",""facebook"":""https://facebook.com/dailypenn"",""linkedin"":""https://www.linkedin.com/company/the-daily-pennsylvanian"",""instagram"":""https://instagram.com/dailypenn""}"
"1043240401261767786","Journal Register Co","[""Newspaper publisher""]",,"+1215-504-4200",0,0,,,"[]","Journal Register Co (Owner)",true,"790 Township Line Rd # 300, Yardley, PA 19067, United States","Yardley","19067","Pennsylvania","US",40.2231682,-74.8851681,,
"2528400295297753707","Times Publishing Newspapers, Inc.","[""Newspaper publisher""]","http://www.timespub.com/","+1215-702-3405",5,1,,,"[""Wheelchair accessible parking lot""]","Times Publishing Newspapers, Inc. (Owner)",true,"201 Woolston Dr Suite 1B, Morrisville, PA 19067, United States","Morrisville","19067","Pennsylvania","US",40.1950576,-74.8173511,"[""pcorsetti@orourkemediagroup.com""]","{""facebook"":""https://facebook.com/TimesPubNewspapers""}"
"10381701172181222387","Page One Publishers Inc","[""Newspaper publisher""]",,"+1610-873-8840",0,0,,,"[""Wheelchair accessible parking lot""]","Page One Publishers Inc (Owner)",true,"341 E Lancaster Ave #3, Downingtown, PA 19335, United States","Downingtown","19335","Pennsylvania","US",40.0090852,-75.6983358,,
"15793957715474050296","Vmmedia","[""Classified ads newspaper publisher""]","https://raovatnailsalon.com/","+1714-277-0209",0,0,,,"[]","Vmmedia (Owner)",true,"1100 Washington Ave, Philadelphia, PA 19147, United States","Philadelphia","19147","Pennsylvania","US",39.9368203,-75.1619266,"[""raovatnailsalon@gmail.com""]","{""facebook"":""https://www.facebook.com/pg/raovatnailsalon""}"
"14895019097961718313","Jyoti Newsstand","[""Newspaper publisher"",""Newsstand""]",,"+1215-964-4910",4,2,,,"[""Quick visit""]","Jyoti Newsstand (Owner)",true,"14 W Chelten Ave, Philadelphia, PA 19144, United States","Philadelphia","19144","Pennsylvania","US",40.0319485,-75.1785941,,
"17756353429792366167","Remmington News Services","[""Newspaper publisher""]",,"+1610-734-2262",5,1,,,"[]","Remmington News Services (Owner)",true,"69th St Transit Center, 6901 Market St, Upper Darby Township, PA 19082, United States","Upper Darby Township","19082","Pennsylvania","US",39.9619468,-75.2595788,,
"10744608860984585511","Gazette 2.0","[""Newspaper publisher""]","https://www.gazette20.com/","+1412-652-5875",5,4,,,"[""Wheelchair accessible parking lot""]","Gazette 2.0 (Owner)",true,"706 Broadway Ave, McKees Rocks, PA 15136, United States","McKees Rocks","15136","Pennsylvania","US",40.4726806,-80.0733541,"[""mail@westhillsgazette.com""]","{""facebook"":""https://www.facebook.com/whgazette"",""linkedin"":""https://www.linkedin.com/company/whgazette/"",""instagram"":""https://www.instagram.com/whgazette/""}"
"4365333658143405546","New Pittsburgh Courier Pub Co","[""Newspaper publisher""]","https://newpittsburghcourier.com/","+1412-481-8302",4,4,,,"[]","New Pittsburgh Courier Pub Co (Owner)",true,"315 E Carson St, Pittsburgh, PA 15219, United States","Pittsburgh","15219","Pennsylvania","US",40.4295644,-79.9971877,"[]","{}"
"10546605603359997003","The Almanac","[""Newspaper publisher""]","https://thealmanac.net/","+1724-941-7725",4.3,3,,,"[]","The Almanac (Owner)",true,"122 S Main St #4904, Washington, PA 15301, United States","Washington","15301","Pennsylvania","US",40.16897,-80.244447,"[""aanews@thealmanac.net"",""jking@observer-reporter.net"",""advertising@thealmanac.net""]","{""twitter"":""http://twitter.com/SHillsAlmanac/"",""facebook"":""https://www.facebook.com/SouthHillsAlmanac""}"
"2792462139651660608","dc torch","[""Newspaper publisher""]",,"",0,0,,,"[]","dc torch (Owner)",true,"675 E Street Rd, Warminster, PA 18974, United States","Warminster","18974","Pennsylvania","US",40.186525,-75.0622265,,
"13053557237507524882","Philadelphia City Paper","[""Newspaper publisher"",""Advertising service"",""Corporate campus""]",,"+1215-735-8444",0,0,,,"[]","Philadelphia City Paper (Owner)",true,"30 S 15th St, Philadelphia, PA 19102, United States","Philadelphia","19102","Pennsylvania","US",39.9515602,-75.1658698,,
"18008570941453892192","Metro Viet News","[""Newspaper publisher"",""Classified ads newspaper publisher"",""News service""]","http://nmspress.com/metro_viet_news.htm","+1610-617-8811",0,0,,,"[]","Metro Viet News (Owner)",true,"924 Cherry St #201, Philadelphia, PA 19131, United States","Philadelphia","19131","Pennsylvania","US",39.9542395,-75.15559139999999,"[""team@nmspress.com"",""editor@nmspress.com""]","{}"
"3463321001979697525","Grade Finders","[""Newspaper publisher""]","http://paperbuyersonline.com/","+1215-238-5300",0,0,,,"[]","Grade Finders (Owner)",true,"1500 Spring Garden St #12, Philadelphia, PA 19130, United States","Philadelphia","19130","Pennsylvania","US",39.9623509,-75.1637363,"[""editor@content.piworld.com""]","{""twitter"":""https://twitter.com/PIconnects"",""facebook"":""https://www.facebook.com/PIconnects"",""linkedin"":""https://www.linkedin.com/company/2391528/"",""instagram"":""https://www.instagram.com/piconnects/""}"
"2924465034133696058","Prophet Amir","[""Newspaper publisher"",""Media company""]","http://prophetamir.com/","+1215-734-3409",0,0,,,"[""Identifies as Black-owned"",""Identifies as disabled-owned"",""LGBTQ+ friendly""]","Prophet Amir (Owner)",true,"709 Church Ln, Philadelphia, PA 19144, United States","Philadelphia","19144","Pennsylvania","US",40.0426785,-75.1627219,"[]","{}"
"15164826878487619003","The Merionite Podcast","[""Newspaper publisher""]","https://themerionite.org/","",0,0,,,"[""Wheelchair accessible parking lot""]","The Merionite Podcast (Owner)",true,"315 E Montgomery Ave, Ardmore, PA 19003, United States","Ardmore","19003","Pennsylvania","US",40.01028549999999,-75.2798061,"[]","{""twitter"":""https://twitter.com/merionite"",""linkedin"":""https://www.linkedin.com/in/themerionite/"",""instagram"":""https://instagram.com/merionite""}"
"9028716666910215769","Pittsburgh Post Gazette","[""Newspaper publisher""]","http://www.post-gazette.com/","+1412-263-1100",3.8,19,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Pittsburgh Post Gazette (Owner)",true,"2201 Sweeney Dr, Clinton, PA 15026, United States","Clinton","15026","Pennsylvania","US",40.4971442,-80.2889764,"[""%@pgevoke.apibaseurl""]","{""twitter"":""https://twitter.com/PittsburghPG"",""facebook"":""https://www.facebook.com/pittsburghpostgazette"",""instagram"":""https://www.instagram.com/pittsburghpg/""}"
"11143108454220098038","Penn Live","[""Newspaper publisher""]",,"",0,0,,,"[]","Penn Live (Owner)",true,"1900 Patriot Dr, Mechanicsburg, PA 17050, United States","Mechanicsburg","17050","Pennsylvania","US",40.2825753,-76.98068769999999,,
"14754422370216206913","The Times Leader","[""Newspaper publisher""]","https://www.timesleader.com/","+1570-829-7100",3.5,16,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","The Times Leader (Owner)",true,"90 E Market St, Wilkes-Barre, PA 18701, United States","Wilkes-Barre","18701","Pennsylvania","US",41.243683,-75.8784034,"[""ttlnews@timesleader.com""]","{""twitter"":""https://twitter.com/TLNews"",""facebook"":""https://facebook.com/timesleader"",""instagram"":""https://www.instagram.com/timesleaderphoto/""}"
"3753115375459499241","THE CITIZENS' VOICE","[""Newspaper distribution service""]",,"",0,0,,,"[]","THE CITIZENS' VOICE (Owner)",true,"477 Scott St, Wilkes-Barre, PA 18702, United States","Wilkes-Barre","18702","Pennsylvania","US",41.2484782,-75.8565598,,
"7190436446468856237","Citizen's Voice Distribution","[""Newspaper publisher""]",,"+1570-714-0610",0,0,,,"[""Wheelchair accessible parking lot""]","Citizen's Voice Distribution (Owner)",true,"125 Welles St, Kingston, PA 18704, United States","Kingston","18704","Pennsylvania","US",41.2752251,-75.87638679999999,,
"14709604682150263949","Dave DeSimone, Esq., FWS","[""Newspaper publisher""]","http://inthewinecellar.com/","+1412-897-7497",0,0,,,"[]","Dave DeSimone, Esq., FWS (Owner)",true,"815 Copeland St #2, Pittsburgh, PA 15232, United States","Pittsburgh","15232","Pennsylvania","US",40.4505786,-79.93452529999999,"[]","{""twitter"":""https://twitter.com/DavesWineCellar"",""facebook"":""https://www.facebook.com/1802652076668894_1396487748937398"",""linkedin"":""https://www.linkedin.com/in/dave-desimone-fws-16200a13"",""instagram"":""https://www.instagram.com/dave_desimone_wine_cellar/""}"
"5369183411958146773","Tribune Direct","[""Newspaper publisher""]",,"+1610-841-2300",5,1,,,"[]","Tribune Direct (Owner)",true,"101 N 6th St, Allentown, PA 18101, United States","Allentown","18101","Pennsylvania","US",40.604571,-75.470291,,
"8622762635280316131","Springfield Press","[""Newspaper publisher""]",,"+1610-522-9350",0,0,,,"[]","Springfield Press (Owner)",true,"1914 Parker Ave, Holmes, PA 19043, United States","Holmes","19043","Pennsylvania","US",39.8954062,-75.3138563,,
"11917882164471638278","Reading Eagle Company","[""Newspaper publisher""]","http://readingeagle.com/","+1610-371-5000",2.3,85,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Reading Eagle Company (Owner)",true,"345 Penn St, Reading, PA 19601, United States","Reading","19601","Pennsylvania","US",40.3358148,-75.9305114,"[""obituaries@readingeagle.com"",""wordpress@dfmdev.awsapps.com"",""customerservice@readingeagle.com"",""news@readingeagle.com"",""econdra@21st-centurymedia.com"",""advertising@readingeagle.com"",""classified@readingeagle.com"",""dschaeffer@readingeagle.com"",""sports@readingeagle.com"",""life@readingeagle.com"",""money@readingeagle.com"",""weekend@readingeagle.com"",""photo@readingeagle.com"",""realestate@readingeagle.com"",""dmowery@readingeagle.com"",""ssmith@readingeagle.com"",""mnemirow@readingeagle.com"",""kfolk@readingeagle.com"",""tdeschriver@medianewsgroup.com"",""letters@readingeagle.com"",""tmahony@readingeagle.com""]","{""twitter"":""https://twitter.com/ReadingEagle"",""facebook"":""https://www.facebook.com/readingeagle""}"
"4173950687421138802","Business And Market Newspaper","[""Classified ads newspaper publisher""]","http://miabusinessmarket.com/","+1267-684-6474",0,0,,,"[]","Business And Market Newspaper (Owner)",true,"111 Buck Rd Unit 300, Suite 3, Huntingdon Valley, PA 19006, United States","Huntingdon Valley","19006","Pennsylvania","US",40.1502207,-75.0249311,"[""newspaperbusinessandmarket@gmail.com""]","{}"
"16148543827606058655","Independent Publications Inc","[""Newspaper publisher""]",,"+1610-527-6330",0,0,,,"[]","Independent Publications Inc (Owner)",true,"945 Haverford Rd # 7, Bryn Mawr, PA 19010, United States","Bryn Mawr","19010","Pennsylvania","US",40.016027,-75.31976809999999,,
"9737624288931526546","Korean Phila Times 주간필라","[""Newspaper publisher"",""Newsstand""]","http://www.juganphila.com/","+1215-663-2400",3.5,4,,,"[""Wheelchair accessible parking lot""]","Korean Phila Times 주간필라 (Owner)",true,"1364 Welsh Rd Suite A260, North Wales, PA 19454, United States","North Wales","19454","Pennsylvania","US",40.2126027,-75.2340047,"[""news@juganphila.com"",""elsie@juganphila.com""]","{}"
"5257645727812466919","Conshy Courier","[""Newspaper publisher"",""Advertising service"",""Classified ads newspaper publisher"",""Local government office"",""News service"",""Youth club""]",,"",0,0,,,"[""Wheelchair accessible parking lot""]","Conshy Courier (Owner)",true,"1950 Butler Pike #193, Conshohocken, PA 19428, United States","Conshohocken","19428","Pennsylvania","US",40.0956774,-75.2854776,,
"15106420626955202475","Ukranian Catholic Newspaper","[""Newspaper publisher""]",,"+1215-627-4519",0,0,,,"[]","Ukranian Catholic Newspaper (Owner)",true,"817 N Franklin St, Philadelphia, PA 19123, United States","Philadelphia","19123","Pennsylvania","US",39.9659052,-75.1497237,,
"3915089694906580902","Morning Call","[""Newspaper publisher""]",,"+1610-820-6188",2.4,16,,,"[]","Morning Call (Owner)",true,"5270 W Coplay Rd, Whitehall Township, PA 18052, United States","Whitehall Township","18052","Pennsylvania","US",40.6753661,-75.5051876,,
"9555539961490512195","Tribune-Review Publishing Co","[""Newspaper publisher""]","http://triblive.com/","+1724-834-1151",3.1,22,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Tribune-Review Publishing Co (Owner)",true,"622 Cabin Hill Dr, Greensburg, PA 15601, United States","Greensburg","15601","Pennsylvania","US",40.31415519999999,-79.54648759999999,"[""multimedia@triblive.com"",""charlan@triblive.com"",""tfontaine@triblive.com""]","{""twitter"":""https://twitter.com/TribLIVE"",""facebook"":""https://www.facebook.com/triblive"",""instagram"":""https://instagram.com/triblive/""}"
